,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of technician,Number of other staff,Number of patient under health facility - Indoor - Male,Number of patient under health facility - Indoor - Female,Number of patient under health facility - Outdoor - Male,Number of patient under health facility - Outdoor - Female
3,Bagatipara,1,10,3,6,2,25,200,580,2000,3785
4,Baraigram,10,125,25,40,20,60,10800,12500,25600,38300
5,Gurudaspur,4,42,7,7,7,20,542,631,1069,1242
6,Lalpur,2,30,4,14,3,20,204,317,347,456
7,Natore Sadar,0,0,0,0,0,0,0,0,0,0
8,Singra,6,24,6,12,6,12,530,240,75,49
9,Total,23,231,45,79,38,137,12276,14268,29091,43832
