,0,1,2,3,4,5,6
0,"Number of health centre, providing health and family planning service 2011",,,,,,
1,Dhaka,,,,,,
2,,,,,,,
3, Upazila,Number of union health centre, Health service, Sterilization, M.R.,Injection/ copper-T, Oral pill/ condom
4,Dhaka Metropolitan,18,973,237017,44,556920,2493483
5,Dhamrai,9,7,452,0,31973,566642
6,Dohar,7,0,536,60,8254,10223
7,Keraniganj,13,0,12758,1395,24901,53906
8,Nawabganj,11,112,0,402,0,0
9,Savar,3,18500,144,220,1460,7650
10,Total,61,19592,250907,2121,623508,3131904
