,0,1,2,3,4,5
0,Average doctor s fee per patient 2011,,,,,
1,(Fee in taka),(Fee in taka),(Fee in taka),(Fee in taka),(Fee in taka),(Fee in taka)
2,Upazila,Doctor,Doctor,Doctor,Doctor,Doctor
3,Upazila,MBBS,FCPS,Dentist,Gynaecologist,Homeopathy
4,Chakaria,200,300,100,200,50
5,Cox's Bazar Sadar,300,300,250,400,100
6,Kutubdia,150,200,100,200,0
7,Moheshkhali,200,250,100,200,50
8,Pekua,209,98,205,150,51
9,Ramu,250,400,200,300,50
10,Teknaf,300,300,300,400,50
11,Ukhia,200,300,200,200,0
12,Average,226,269,182,256,59
