,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all    nationalized banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of all    nationalized banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4,  Upazila,Number of branch of all    nationalized banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Chakaria,5,0,3002,127,0,0,825,24,3827,151,6.1
6,Cox's Bazar Sadar,6,205,7,0,0,169,27,1311,33,5,0.85
7,Kutubdia,3,5893,47,0,0,7252,30,13069,77,98,5
8,Moheshkhali,6,3000,10,30,2,30,5,3060,17,5,0.25
9,Pekua,1,300,50,0,0,7,0,307,50,1,0.05
10,Ramu,3,164,39,155,1,97,5,416,45,0.197,0.769
11,Teknaf,5,618,82,3,0,1393,175,1451,172,9.41,1.181
12,Ukhia,2,805,4,0,0,122,10,927,14,2,0.1
13,Total,31,10985,3241,315,3,9070,1077,20565,4235,271.607,14.3
