,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,Rajbari,,,,,,,,,,,
2,,,,,,,,,,,,
3,  Upazila,Number of branch of all private commercial banks,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
4,Baliakandi,5,1399,0,0,0,462,105,1861,105,11.4,4.21
5,Goalanda,2,872,0,0,0,36,1,38,1,6.11,0.02
6,Kalukhali,4,5765,38,0,0,223,26,5988,59,8,1
7,Pangsha,11,11106,778,0,0,1508,249,12614,1027,2366.52,270.9
8,Rajbari Sadar,11,3974,222,4,1,4122,461,8100,684,857.9,34.3
9,Total,33,23116,1038,4,1,6351,842,28601,1876,3249.93,310.43
