,0,1,2,3,4,5
0,Average doctor s fee per patient 2011,,,,,
1,,,,,,
2,(Fee in taka) - Upazila,(Fee in taka) - Doctor - MBBS,(Fee in taka) - Doctor - FCPS,(Fee in taka) - Doctor - Dentist,(Fee in taka) - Doctor - Gynecologist,(Fee in taka) - Doctor - Homeopathy
3,Bhurungamari,200,200,150,200,50
4,Char Rajibpur,100,-,-,-,20
5,Chilmari,200,-,200,-,100
6,Kurigram Sadar,200,400,200,200,50
7,Nageshwari,150,200,150,200,50
8,Phulbari,300,-,100,300,50
9,Rajarhat,250,200,250,-,50
10,Raumari,200,300,150,300,50
11,Ulipur,200,-,300,-,50
12,Average,200,250,200,250,50
