,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of technician,Number of other staff,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility
3,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of technician,Number of other staff,Indoor,Indoor,Outdoor,Outdoor
4,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of technician,Number of other staff,Male,Female,Male,Female
5,Gopalganj Sadar,7,260,46,67,5,54,10109,9050,64343,63245
6,Kashiani,1,31,14,9,6,70,2690,1800,12600,15000
7,Kotalipara,1,50,12,9,7,85,12314,12042,8718,8214
8,Muksudpur,1,31,14,11,5,11,1150,1530,8500,10300
9,Tungipara,1,50,7,10,5,42,6972,6384,4500,3720
10,Total,11,422,93,106,28,262,33235,30806,98661,100479
