,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all    nationalized bank,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Chhagalnaiya,8,4137,255,0,0,443,349,4580,604,14,7
4,Daganbhuiyan,8,3280,327,0,0,631,562,3911,889,9,1
5,Feni Sadar,31,1260,0,36,0,5300,0,6596,0,37,0
6,Fulgazi,8,16000,220,0,0,3100,269,19100,480,37,1
7,Parshuram,6,8761,355,0,0,645,396,9406,751,5,0
8,Sonagazi,8,5387,0,0,0,1200,0,6587,0,19,0
9,Total,69,38825,1157,36,0,11319,1576,50180,2724,121,9
