,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,"

Upazila","Number of  hospital/ clinic/
nursing home",Number of bed,Number of  doctor,Number of nurse,Number of technician,"Number of
other staff","Number of patient
under health facility","Number of patient
under health facility","Number of patient
under health facility","Number of patient
under health facility"
2,"

Upazila","Number of  hospital/ clinic/
nursing home",Number of bed,Number of  doctor,Number of nurse,Number of technician,"Number of
other staff",Indoor,Indoor,Outdoor,Outdoor
3,"

Upazila","Number of  hospital/ clinic/
nursing home",Number of bed,Number of  doctor,Number of nurse,Number of technician,"Number of
other staff",Male,Female,Male,Female
4,Atwari,1,50,7,9,1,54,2610,2782,28117,26397
5,Boda,1,31,5,7,7,78,2122,2332,10560,15840
6,Debiganj,1,31,4,6,8,75,2715,2810,28502,27305
7,Panchagarh Sadar,1,200,8,16,4,52,2510,2965,10200,19800
8,Tentulia,1,31,2,4,7,61,531,449,10889,11977
9,Total,5,343,26,42,27,320,10488,11338,88268,101319
