,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of  doctor, Number of nurse, Number of technician,Number of other staff,Number of patient under health facilitiy - Indoor - Male,Number of patient under health facilitiy - Indoor - Female,Number of patient under health facilitiy - Outdoor - Male,Number of patient under health facilitiy - Outdoor - Female
3,Assasuni,5,50,8,10,10,19,475,995,3130,7342
4,Debhata,3,30,3,9,1,24,295,900,3570,6640
5,Kalaroa,14,109,14,14,6,42,4206,7913,4590,16672
6,Kaliganj,9,120,12,20,9,45,1240,1390,8545,17543
7,Satkhira Sadar,32,350,20,32,0,320,1825,1900,28000,32000
8,Shyamnagar,9,90,2,2,0,43,2672,2972,10100,12870
9,Tala,5,50,5,10,5,35,343,436,3265,4037
10,Total,77,799,64,97,31,528,11056,16506,61200,97104
