,0,1,2,3,4,5,6,7
0,Number of family planning personnel 2011,,,,,,,
1,,,,,,,,
2,Upazila/City corporation,TFPO,M.O,FPI,TFPA,FWV,FWA,Midwives or SBA
3,Balaganj,0,2,11,2,12,45,7
4,Beanibazar,1,1,5,2,11,28,160
5,Bishwanath,0,1,6,3,8,35,10
6,Companiganj,1,1,3,3,2,18,10
7,Dakhin surma,1,1,6,0,9,44,3
8,Fenchuganj,0,1,3,3,2,18,2
9,Golapganj,1,1,9,2,10,51,3
10,Gowainghat,0,0,5,1,7,29,5
11,Jaintiapur,1,1,6,1,6,22,6
12,Kanaighat,0,0,7,3,6,36,8
13,Sylhet city corporation,0,0,0,0,0,0,0
14,Sylhet sadar,1,1,4,3,9,50,6
15,Zakiganj,0,1,7,2,3,43,103
16,Total,6,11,72,25,85,419,323
