,0,1,2,3,4,5
0,"Number of physician, practitioner in this upazila 2011",,,,,
1,,,,,,
2,Upazila/City corporation,Total physician,MBBS  FCPS,L.M.F,Unani / ayurbedic,Homeopathy
3,Balaganj,65,42,32,12,26
4,Beanibazar,24,24,25,4,26
5,Bishwanath,46,25,4,2,15
6,Companiganj,21,4,0,2,15
7,Dakhin surma,50,12,8,10,20
8,Fenchuganj,33,6,3,4,20
9,Golapganj,25,25,3,5,26
10,Gowainghat,7,0,3,2,30
11,Jaintiapur,62,8,42,12,20
12,Kanaighat,55,15,10,10,30
13,Sylhet city corporation,873,562,73,33,205
14,Sylhet sadar,176,30,33,11,102
15,Zakiganj,58,7,3,2,46
16,Total,1495,760,239,109,581
