,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,Netrokona,,,,,,,,,,
2,,,,,,,,,,,
3,  Upazila,Number of hospital/ clinic/ nursing home,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff,Number of patient under health facility Indoor Male,Number of patient under health facility Indoor Female,Number of patient under health facility Outdoor Male,Number of patient under health facility Outdoor Female
4,Atpara,1,31,5,5,4,84,1456,1589,44222,49115
5,Barhatta,1,31,10,9,3,72,990,1197,21965,31447
6,Durgapur,1,50,3,9,4,22,4545,4306,27984,36027
7,Kalmakanda,1,50,5,10,8,98,1260,1320,2430,3045
8,Kendua,1,50,12,3,4,129,2250,2544,74148,76115
9,Khaliajuri,1,31,1,3,0,55,2522,1842,15749,21284
10,Madan,1,50,13,7,8,94,2258,2289,20353,27740
11,Mohanganj,1,50,14,5,9,30,1777,3198,17123,16765
12,Netrokona Sadar,2,100,33,33,25,123,7835,11280,53707,51545
13,Purbadhala,1,50,23,12,10,157,3512,3967,12936,16715
14,Total,11,493,119,96,75,864,28405,33532,290617,329798
