,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,"

Upazila",Number of branch of all private commercial banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila",Number of branch of all private commercial banks,"Agriculture
debt","Agriculture
debt",Industry debt,Industry debt,Other debt,Other debt,"Number of
borrower","Number of
borrower","Total debt
(crore tk)","Total debt
(crore tk)"
3,"

Upazila",Number of branch of all private commercial banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Atrai,0,0,0,0,0,0,0,0,0,0,0
5,Badalgachhi,6,3250,172,0,0,722,105,3972,277,21.3,1.5
6,Dhamoirhat,3,1231,0,0,0,121,0,1352,0,13,0
7,Manda,0,0,0,0,0,0,0,0,0,0,0
8,Mahadebpur,0,0,0,0,0,0,0,0,0,0,0
9,Naogaon sadar,23,459,1331,32,0,2630,2863,3115,4194,375.72,605
10,Niamatpur,1,0,0,65,0,8,0,73,0,7.88,0
11,Patnitala,3,7522,0,61,3,761,5,8344,8,160,7
12,Porsha,0,0,0,0,0,0,0,0,0,0,0
13,Raninagar,0,0,0,0,0,0,0,0,0,0,0
14,Sapahar,1,25,1,122,0,265,45,412,46,16.01,0.7
15,Total,37,12487,1504,280,3,4507,3018,17268,4525,593.91,614
