,0,1,2,3,4,5
0,Land area based on utilization 2008,,,,,
1,"
Upazila",Operated area,Permanent cropped area,Temporary cropped area,Permanent fallow area,"
Others"
2,Atrai,64300,524,57693,61,6083
3,Badalgachhi,51488,861,43864,77,6763
4,Dhamoirhat,72654,861,63627,233,8166
5,Manda,91729,2085,74332,190,15312
6,Mahadebpur,90393,1235,77067,171,12091
7,Naogaon sadar,63628,1044,53094,288,9490
8,Niamatpur,94958,523,84517,105,9918
9,Patnitala,83487,1507,72836,99,9144
10,Porsha,53650,1556,46312,63,5782
11,Raninagar,59541,364,53118,108,6059
12,Sapahar,58837,1510,51533,51,5794
13,Total,784665,12070,677993,1447,94602
