,0,1,2,3,4,5
0,"Number of physician, practitioner in the upazila, city corporation 2011",,,,,
1,,,,,,
2,Upazila,Physician,"MBBS, FCPS/over",L.M.F,Unani / ayurbedic,Homeopathy
3,Adarsha Sadar,1242,472,285,93,392
4,Barura,184,22,35,45,82
5,Brahmanpara,119,4,60,20,35
6,Burichang,156,6,70,30,50
7,Chandina,113,8,13,10,82
8,Chauddagram,206,42,28,20,116
9,Comilla Sadar Dakshin,44,12,10,10,12
10,Daudkandi,77,9,18,7,43
11,Debidwar,35,10,5,0,20
12,Homna,10,10,0,0,0
13,Laksam,387,85,225,12,65
14,Monoharganj,69,8,24,9,28
15,Meghna,60,0,40,0,20
16,Muradnagar,193,12,105,3,73
17,Nangalkot,306,7,52,105,142
18,Titas,80,1,52,0,27
19,Total,3281,708,1022,364,1187
