,0,1,2,3,4,5
0,Number of diagnostic centre and related health personnel 2011,,,,,
1,Dinajpur,,,,,
2,,,,,,
3,Upazila,Number of centre,Number of doctor,Number of nurse,Number of technician,Number of other staff
4,Biral,2,3,1,3,6
5,Birampur,4,4,0,4,4
6,Birganj,4,7,0,6,12
7,Bochaganj,4,4,0,7,12
8,Chirirbandar,0,0,0,0,0
9,Dinajpur Sadar,27,27,42,27,135
10,Fulbari,6,6,6,6,6
11,Ghoraghat,2,4,0,3,4
12,Hakimpur,4,4,0,6,13
13,Kaharole,2,4,0,3,5
14,Khansama,1,2,0,1,3
15,Nawabganj,1,0,0,1,2
16,Parbatipur,4,0,0,4,4
17,Total,61,65,49,71,206
