,0,1,2,3,4,5
0,Average doctor s fee per patient 2011,,,,,
1,Dinajpur,,,,,
2,,,,,,
3,(Fee in taka) -  Upazila,(Fee in taka) - Doctor - MBBS,(Fee in taka) - Doctor - FCPS,(Fee in taka) - Doctor - Dentist,(Fee in taka) - Doctor - Gynaecologist,(Fee in taka) - Doctor - Homeopathy
4,Biral,150,0,100,150,30
5,Birampur,200,300,100,280,50
6,Birganj,200,0,100,200,30
7,Bochaganj,100,0,0,0,0
8,Chirirbandar,300,0,250,0,50
9,Dinajpur Sadar,300,400,200,400,20
10,Fulbari,200,0,150,0,50
11,Ghoraghat,150,200,100,300,50
12,Hakimpur,200,300,100,280,50
13,Kaharole,150,200,0,250,50
14,Khansama,100,350,0,0,20
15,Nawabganj,200,300,100,300,50
16,Parbatipur,200,0,200,200,0
17,Average,188,293,140,262,41
