,0,1,2,3,4,5,6
0,"Number of health centre, providing health and family planning service 2011",,,,,,
1,Jamalpur,,,,,,
2,,,,,,,
3, Upazila,Number of union health centre,Health service, Sterilization, M.R.,Injection/ copper-T,Oral pill/ condom
4,Bakshiganj,7,44896,363,86,7686,22834
5,Dewanganj,8,51790,0,0,0,54712
6,Islampur,12,93890,130,27,430,82270
7,Jamalpur Sadar,15,95762,2,15,15,83521
8,Madarganj,7,49575,0,0,0,50000
9,Melandaha,11,94875,0,0,0,74851
10,Sarishabari,8,129600,0,6338,27500,400000
11,Total,68,560388,495,6466,35631,768188
