,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,Barguna,,,,,,,,,,
2,,,,,,,,,,,
3,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed, Number of  doctor,  Number of nurse, Number of    technician, Number of other staff,Number of patient under health facility - Indoor - Male,Number of patient under health facility - Indoor - Female,Number of patient under health facility - Outdoor - Male,Number of patient under health facility - Outdoor - Female
4,Amtali,3,80,4,15,12,11,16913,205660,5859,6687
5,Bamna,1,50,7,7,2,115,1720,1620,9122,6328
6,Barguna Sadar,1,100,9,23,8,20,16677,25016,35562,53345
7,Betagi,3,80,4,15,12,11,16913,205660,5859,6687
8,Patharghata,1,31,4,9,5,9,648,641,13975,13932
9,Total,6,341,28,69,39,66,52871,438597,70377,86979
