,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,Barguna,,,,,,,,,,,
2,,,,,,,,,,,,
3,  Upazila, Number of branch of all nationalized banks,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
4,Amtali,8,717,0,0,0,525,0,1242,0,11,11
5,Bamna,1,0,0,0,0,244,215,244,215,31,15
6,Barguna Sadar,5,13573,0,0,0,7355,0,20928,0,0,72
7,Betagi,3,0,0,0,0,0,0,0,0,0,0
8,Patharghata,3,13400,920,38,9,540,1394,18838,1403,30.36,0
9,Total,17,27690,920,38,9,8664,1609,20324,1618,72.36,98
