,0,1,2,3,4,5,6
0,Number of missionary hospital and charitable dispensary 2011,,,,,,
1,,,,,,,
2,Upazila,Number of centre,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff
3,Adamdighi,0,0,0,0,0,0
4,Bogra sadar,1,52,9,25,9,86
5,Dhunat,0,0,0,0,0,0
6,Gabtali,2,6,5,4,4,44
7,Dhupchanchia,0,0,0,0,0,0
8,Kahaloo,0,0,0,0,0,0
9,Nandigram,0,0,0,0,0,0
10,Sariakandi,0,0,0,0,0,0
11,Sherpur,1,15,2,7,2,6
12,Shibganj,0,0,0,0,0,0
13,Sonatola,7,0,4,0,14,84
14,Shajahanpur,0,0,0,0,0,0
15,Total,11,73,20,36,29,220
