,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,Upazila,Number of branch of all private commercial banks,Number of borrower Agriculture debt Male,Number of borrower Agriculture debt Female,Number of borrower Industry debt Male,Number of borrower Industry debt Female,Number of borrower Other debt Male,Number of borrower Other debt Female,Number of borrower Number of borrower Male,Number of borrower Number of borrower Female,Number of borrower Total debt (crore tk) Male,Number of borrower Total debt (crore tk) Female
3,Adamdighi,6,70,610,0,0,172,1,242,611,659.01,1.19
4,Bogra sadar,37,10890,7631,231,5,7122,786,18243,8422,520,240.38
5,Dhunat,1,0,0,146,0,0,0,146,0,1.46,0
6,Gabtali,1,0,0,0,0,20,0,20,0,8.2,0
7,Dhupchanchia,1,618,3047,50,1,195,3,863,3057,27.32,4.99
8,Kahaloo,1,1230,88,0,0,20,0,1250,88,7.70,.96
9,Nandigram,1,35,864,3,0,74,1,112,865,5.66,0.5
10,Sariakandi,3,0,7305,0,0,0,3996,0,11241,0,25.2
11,Sherpur,7,750,2333,0,0,382,43,1132,2376,52.25,1.59
12,Shibganj,0,0,0,0,0,0,0,0,0,0,0
13,Sonatola,0,0,0,0,0,0,0,0,0,0,0
14,Shajahanpur,1,65,0,6,0,30,0,101,0,7.43,0
15,Total,59,13658,21878,436,6,8015,4830,22109,26660,1289.03,274.81
