,0,1,2,3,4,5
0,Average doctor s fee per patient 2011,,,,,
1,,,,,,
2,(Fee in taka) -  Upazila,(Fee in taka) - Doctor - MBBS,(Fee in taka) - Doctor - FCPS,(Fee in taka) - Doctor - Dentist,(Fee in taka) - Doctor - Gynaecologist,(Fee in taka) - Doctor - Homeopathy
3,Bhaluka,200,400,200,400,50
4,Dhobaura,300,0,200,0,50
5,Fulbaria,200,200,0,200,0
6,Gafargaon,100,200,100,500,0
7,Gauripur,200,0,150,200,100
8,Phulpur,200,400,0,300,0
9,Haluaghat,150,0,100,0,30
10,Ishwargonj,300,300,300,300,50
11,Muktagacha,200,300,300,300,100
12,Nandail,200,200,100,200,0
13,Mymensingh Sadar,300,400,100,400,50
14,Trishal,100,200,100,200,0
15,Average,204,289,165,300,61
