,0,1,2,3,4,5,6,7,8
0,Percentage distribution of population by type of disability 2011,,,,,,,,
1,,,,,,,,,
2,Upazila,Total population,All,Speech,Vision,Hearing,Physical,Mental,Autistic
3,Bhaluka,430320,1.2,0.2,0.2,0.1,0.5,0.2,0.1
4,Dhoboura,196284,1.2,0.2,0.1,0.1,0.4,0.1,0.1
5,Fulbaria,448467,1.4,0.2,0.2,0.1,0.5,0.2,0.1
6,Gaffargaon,430746,1.5,0.2,0.3,0.1,0.5,0.2,0.1
7,Gauripur,323057,1.4,0.2,0.2,0.1,0.5,0.2,0.1
8,Haluaghat,290043,1.9,0.2,0.4,0.2,0.7,0.2,0.1
9,Kishorgonj,376348,1.3,0.2,0.1,0.1,0.5,0.2,0.1
10,Muktagacha,415473,1.1,0.2,0.1,0.1,0.4,0.2,0.1
11,Mymensingh Sadar,775733,1.1,0.2,0.1,0.1,0.4,0.2,0.1
12,Nandail,402727,1.5,0.2,0.1,0.1,0.6,0.2,0.1
13,Phupur,601766,1.5,0.2,0.1,0.1,0.6,0.2,0.1
14,Trisal,419308,1.2,0.2,0.1,0.1,0.5,0.2,0.1
15,Total,5110272,1.4,0.2,0.1,0.1,0.5,0.2,0.1
