,0,1,2,3,4,5
0,Number of Government health complex and health personnel 2011,,,,,
1,,,,,,
2, Upazila,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff
3,Bishwamvarpur,31,3,5,5,53
4,Chhatak,51,14,6,5,99
5,Dakshin Sunamganj,31,5,7,3,55
6,Derai,31,4,3,3,71
7,Dharmapasha,31,4,3,1,78
8,Doarabazar,31,2,3,0,19
9,Jagannathpur,50,12,3,1,80
10,Jamalganj,31,4,1,1,19
11,Shalla,31,3,2,3,8
12,Sunamganj Sadar,100,9,16,3,27
13,Tahirpur,31,1,1,3,54
14,Total,418,54,39,20,508
