,0,1,2,3,4,5,6
0,"Number of private hospital, clinic and related health personnel 2011",,,,,,
1,,,,,,,
2, Upazila,Number of centre,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff
3,Bishwamvarpur,0,0,0,0,0,0
4,Chhatak,4,60,10,6,4,18
5,Dakshin Sunamganj,0,0,0,0,0,0
6,Derai,1,12,2,2,0,3
7,Dharmapasha,0,0,0,0,0,0
8,Doarabazar,0,0,0,0,0,0
9,Jagannathpur,0,0,0,0,0,0
10,Jamalganj,0,0,0,0,0,0
11,Shalla,0,0,0,0,0,0
12,Sunamganj Sadar,7,121,16,32,18,109
13,Tahirpur,1,5,3,3,2,8
14,Total,13,198,31,43,24,138
