,0,1,2,3,4,5,6,7
0,"Number of health centre, providing health and family planning service 2011",,,,,,,
1,Shariatpur,,,,,,,
2,,,,,,,,
3, Upazila,Number of union health centre,Health service, Sterilization, M.R.,Injection/ copper-T,Oral pill/ condom,Number of immunization centre
4,Bhedarganj,9,90598,225,464,10970,17111,312
5,Damudya,4,17824,121,76,8232,24581,193
6,Gosairhat,8,48521,134,222,4430,12212,136
7,Naria,8,85361,250,400,8300,44552,104
8,Shariatpur Sadar,12,92547,176,1983,6129,81088,195
9,Zanjira,9,97851,0,232,7074,129259,290
10,Total,50,432702,906,3377,45135,308803,1230
