,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all private commercial banks,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Daulotpur,1,0,0,0,0,95,35,95,35,2.00,0.50
4,Gheor,2,21,6,0,0,55,11,74,17,1.00,0.11
5,Horirampur,5,7060,4700,0,0,0,0,7060,4700,6.00,3.00
6,Manikganj Sadar,6,2314,4225,1,0,5121,22621,7376,26842,71.00,56.33
7,Saturia,5,1250,68,274,0,401,33,1631,113,12.00,2.00
8,Shibalaya,0,0,0,0,0,0,0,0,0,0.00,0.00
9,Singair,2,115,62,0,0,220,185,335,247,0.33,5.00
10,Total,21,10760,9061,275,0,58920,22885,16571,31954,92.33,66.94
