,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,"

Upazila",Number of branch of all nationalized banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila",Number of branch of all nationalized banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,"Number of
borrower","Number of
borrower","Total debt
(crore tk)","Total debt
(crore tk)"
3,"

Upazila",Number of branch of all nationalized banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Alikadam,1,332,0,0,0,92,0,424,0,1.92,0.00
5,Bandarban Sadar,5,13500,5200,0,0,702,150,14202,5300,1.70,0.85
6,Lama,3,1250,200,0,0,455,70,1705,270,1.00,0.34
7,Naikhongchhari,2,950,11,0,0,397,104,1347,115,5.12,7.73
8,Rowangchhari,2,2811,50,0,0,269,134,2000,109,0.00,0.00
9,Ruma,2,228,27,0,0,66,4,294,31,0.94,0.23
10,Thanchi,2,10,5,0,0,0,0,0,0,0.00,0.00
11,Total,17,19081,5493,0,0,1981,462,19972,5825,10.68,9.15
