,0,1,2,3,4,5,6
0,Medical institution and personnel by municipality 2011,,,,,,
1,,,,,,,
2,Upazila,Government institution,Private institution,Medical personal,Medical personal,Medical personal,Medical personal
3,Upazila,Government institution,Private institution,Bed,Doctor,Nurse,Technician
4,Bakshiganj,0,0,0,0,0,0
5,Dewanganj,3,1,50,12,5,9
6,Islampur,1,0,31,12,14,6
7,Jamalpur Sadar,3,18,262,72,124,27
8,Madarganj,1,0,31,6,5,5
9,Melandaha,1,0,50,21,14,11
10,Sarishabari,3,0,50,10,10,23
11,Total,12,19,474,133,172,81
