,0,1,2,3,4,5,6
0,Status of family planning activity 2011,,,,,,
1,Bhola,,,,,,
2,,,,,,,
3, Upazila,Sterilization in number - Vasectomy,Sterilization in number - Tubectomy,IUD/ Injection,Condom (in pieces),Oral pill (in cycles),Copper- Tee
4,Bhola Sadar,1113,75,92845,204140,185190,839
5,Burhanuddin,100,560,13065,846,14988,447
6,Char Fasson,78,75,98012,418991,254728,359
7,Daulatkhan,9,32,3031,887,2801,420
8,Lalmohan,1668,2478,19591,2036,17087,1061
9,Manpura,214,389,6337,477,170,469
10,Tazumuddin,117,13,36891,92399,67224,186
11,Total,3299,3622,269772,719776,474964,3781
