,0,1,2,3,4,5,6,7
0,Number of existing family planning personnel 2011,,,,,,,
1,Bogura,,,,,,,
2,,,,,,,,
3,Upazila,TFPO,M.O,FPI,TFPA,FWV,FWA,Midwife or SBA
4,Adamdighi,1,0,2,3,6,31,0
5,Bogra sadar,1,3,10,2,17,58,0
6,Dhunat,1,1,10,3,11,55,2
7,Gabtali,1,1,10,3,12,44,2
8,Dhupchanchia,1,1,2,1,4,23,0
9,Kahaloo,1,1,7,2,9,86,3
10,Nandigram,1,0,4,4,3,27,2
11,Sariakandi,1,2,11,3,11,48,27
12,Sherpur,1,1,9,3,10,47,4
13,Shibganj,1,1,10,3,14,65,13
14,Sonatola,1,1,5,2,7,27,0
15,Shajahanpur,2,1,8,3,17,61,0
16,Total,13,13,88,32,121,572,53
