,0,1,2,3,4,5
0,Number of diagnostic centre and related health personnel 2011,,,,,
1,Bogura,,,,,
2,,,,,,
3,Upazila,Number of centre,Number of doctor,Number of nurse,Number of technician,Number of other staff
4,Adamdighi,3,0,1,7,7
5,Bogra sadar,41,41,0,49,85
6,Dhunat,3,5,10,6,7
7,Gabtali,1,4,0,3,4
8,Dhupchanchia,6,22,24,22,27
9,Kahaloo,0,0,0,0,0
10,Nandigram,0,0,0,0,0
11,Sariakandi,0,0,0,0,0
12,Sherpur,3,3,7,3,10
13,Shibganj,0,0,0,0,0
14,Sonatola,2,0,2,2,4
15,Shajahanpur,3,12,6,6,7
16,Total,62,87,50,98,151
