,0,1,2,3,4,5
0,Number of diagnostic centre and related health personnel 2011,,,,,
1,,,,,,
2,Upazila,Number of centre,Number of doctor,Number of nurse,Number of technician,Number of other staff
3,Bhaluka,3,3,4,6,5
4,Dhubaura,11,4,3,11,5
5,Fulbaria,6,6,0,6,24
6,Gaffargaon,5,20,5,10,10
7,Gauripur,11,2,2,1,10
8,Haluaghat,5,5,0,8,11
9,Ishwargonj,8,9,0,8,66
10,Muktagacha,4,7,0,80,12
11,Mymensingh Sadar,62,62,0,62,310
12,Nandail,2,2,0,2,8
13,Phulpur,11,9,11,4,30
14,Trishal,3,7,3,6,18
15,Total,131,136,28,204,509
