,0,1,2,3,4,5
0,"Number of family planning personnel working by municipality, city corporation 2011",,,,,
1,Rajshahi,,,,,
2,,,,,,
3,Municipality /city corporation,Doctor,Family planning inspector,Family planning assistant,Family planning visitor,Midwife/ birth attendant (dai)
4,Bagha,1,2,7,2,0
5,Baghmara,0,0,5,0,0
6,Charghat,1,0,1,1,1
7,Durgapur,5,4,2,4,0
8,Godagari,3,1,4,2,0
9,Mohanpur,0,1,1,3,0
10,Paba,1,1,8,1,0
11,Puthia,2,1,3,1,6
12,Rajshahi City Corporation,0,0,0,0,0
13,Tanore,2,2,1,2,10
14,Total,15,12,32,16,17
