,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,"

Upazila",Number of branch of all private commercial banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila",Number of branch of all private commercial banks,"Agriculture
debt","Agriculture
debt",Industry debt,Industry debt,Other debt,Other debt,"Number of
borrower","Number of
borrower","Total debt
(crore tk)","Total debt
(crore tk)"
3,"

Upazila",Number of branch of all private commercial banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Atpara,0,0,0,0,0,0,0,0,0,0,0
5,Barhatta,0,0,0,0,0,0,0,0,0,0,0
6,Durgapur,1,0,0,0,0,870,2030,870,2030,0.12,0.28
7,Kalmakanda,0,0,0,0,0,0,0,0,0,0,0
8,Kendua,0,0,0,0,0,0,0,0,0,0,0
9,Khaliajuri,0,0,0,0,0,0,0,0,0,0,0
10,Madan,0,0,0,0,0,4,0,4,0,0.92,0
11,Mohanganj,2,0,0,0,0,0,0,0,0,0,0
12,Netrokona Sadar,4,1671,1298,0,0,1254,22,2552,1693,44.39,9.76
13,Purbadhala,0,0,0,0,0,0,0,0,0,0,0
14,Total,9,1298,7877,0,0,2128,2052,3426,9929,96.51,15.79
