,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed, Number of  doctor,  Number of nurse, Number of    technician, Number of other staff,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility
3,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed, Number of  doctor,  Number of nurse, Number of    technician, Number of other staff,Indoor,Indoor,Outdoor,Outdoor
4,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed, Number of  doctor,  Number of nurse, Number of    technician, Number of other staff,Male,Female,Male,Female
5,Jhenaigati,0,0,0,0,0,0,0,0,0,0
6,Nakla,1,2,1,1,1,3,15,16,1607,3214
7,Nalitabari,0,0,0,0,0,0,0,0,0,0
8,Sherpur Sadar,8,120,9,18,6,12,105,102,205,220
9,Sreebardi,0,0,0,0,0,0,0,0,0,0
10,Total,9,122,10,19,7,15,120,118,1812,3434
