,0,1,2,3,4,5,6,7
0,"Number of health centre, providing health and family planning service 2011",,,,,,,
1,Pirojpur,,,,,,,
2,,,,,,,,
3,Upazila,Number of union health centre,Health service, Sterilization, M.R.,Injection/ copper-T,Oral pill/ condom,Number of immunization centre
4,Bhandaria,7,57451,212,250,1999,2610,168
5,Kawkhali,8,29188,103,46,1586,4004,116
6,Mathbaria,7,28359,451,345,2358,3124,265
7,Nazirpur,5,53108,255,58,4003,6782,217
8,Nesarabad,9,31521,12,9,9852,3185,99
9,Pirojpur Sadar,8,56733,273,150,5019,6580,88
10,Zianagar,3,41209,56,59,2861,3569,39
11,Total,47,297569,1362,917,27678,29854,3157
