,0,1,2,3,4,5,6,7
0,Number of existing family planning personnel 2011,,,,,,,
1,Chittagong,,,,,,,
2,,,,,,,,
3,Upazila/City corporation,TFPO,MO,FPI,TFPA,FWV,FWA,Midwife or SBA
4,Anowara,1,1,6,2,9,31,0
5,Banshkhali,0,1,13,3,10,66,0
6,Boalkhali,1,1,20,3,10,37,2
7,Chandanaish,1,1,10,3,8,39,4
8,Chittagong City Corporation,10,12,48,66,62,87,77
9,Fatikchhari,1,0,16,3,15,77,1
10,Hathazari,1,1,8,3,20,54,0
11,Lohagara,0,1,7,3,7,38,6
12,Mirsharai,1,1,15,3,17,75,26
13,Patiya,2,2,6,3,10,10,15
14,Rangunia,1,0,10,3,15,53,1
15,Raozan,1,1,9,3,15,80,10
16,Sandwip,12,3,7,8,7,15,12
17,Satkania,0,0,15,3,12,52,0
18,Sitakunda,1,1,10,2,12,47,8
19,Total,33,26,200,111,229,761,162
