,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,Chittagong,,,,,
2,(Wage in taka),,,,,
3,Upazila/City corporation,(Wage in taka) - Porter (coolee),(Wage in taka) - Garden labour male,(Wage in taka) - Garden female labour,(Wage in taka) - Other labour (Adult),(Wage in taka) - Other labour (Child)
4,Anowara,300,300,0,300,200
5,Banshkhali,350,350,240,300,120
6,Boalkhali,275,200,150,250,100
7,Chandanaish,550,400,250,400,250
8,Chittagong City Corporation,450,400,350,300,250
9,Fatikchhari,400,48,48,200,100
10,Hathazari,500,300,250,300,150
11,Lohagara,150,150,150,0,0
12,Mirsharai,500,350,300,350,250
13,Patiya,250,350,250,250,200
14,Rangunia,400,48,48,150,44
15,Raozan,400,300,200,300,100
16,Sandwip,450,350,300,300,200
17,Satkania,400,300,200,300,150
18,Sitakunda,350,300,200,300,200
19,Average :,382,275,210,285,165
