,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,,,,,,
2,(Wage in taka),(Wage in taka),(Wage in taka),(Wage in taka),(Wage in taka),(Wage in taka)
3,Upazila,Porter (coolee),Garden labour male,Garden female labour,Other labour (Adult),Other labour (Child)
4,Bauphal,300,0,0,300,200
5,Dashmina,250,250,200,200,150
6,Dumki,250,250,0,250,100
7,Galachipa,350,300,250,300,200
8,Kalapara,250,230,190,240,100
9,Mirzaganj,300,250,200,250,100
10,Patuakhali Sadar,250,0,0,300,200
11,Average,279,256,210,263,150
