,0,1,2,3,4,5,6,7
0,"Number of health centre, providing health and family planning service 2011",,,,,,,
1,,,,,,,,
2, Upazila,Number of union health centre,Health service, Sterilization, M.R.,Injection/ copper-T,Oral pill/ condom,Number of immunization centre
3,Bagerhat Sadar,11,11,2,11,11,11,240
4,Kachua,4,4,227,9,8,10,171
5,Rampal,9,9,362,957,6,14,241
6,Sarankhola,4,4,1,5,5,12,112
7,Chitalmari,4,4,1,7,7,7,169
8,Morrelgonj,16,17,1,17,17,17,188
9,Mongla,6,6,6,2,7,7,34
10,Mollahat,6,6,1,7,7,7,169
11,Fakirhat,9,9,1,9,9,9,193
12,Total,69,70,602,1024,77,94,1517
