,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all private commercial banks,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Bagerhat Sadar,5,7662,767,112,0,212,0,7986,979,38,2
4,Kachua,3,4081,326,0,0,35,15,4116,341,10,0
5,Rampal,0,0,0,0,0,0,0,0,0,0,0
6,Sarankhola,1,120,20,0,0,51,0,516,4,0,0
7,Chitalmari,3,0,3430,0,312,250,123,250,3865,3,3
8,Morrelgonj,1,108,14,0,0,592,42,700,56,2,0
9,Mongla,4,68,0,8,0,52,0,128,0,6,0
10,Mollahat,2,16,1,0,0,371,10,387,11,15,2
11,Fakirhat,0,0,0,0,0,0,0,0,0,0,0
12,Total,19,12055,4558,120,312,1563,190,14083,5256,74,7
