,0,1,2,3,4,5,6,7
0,"Number of health centre, providing health and family planning service 2011",,,,,,,
1,Narsingdi,,,,,,,
2,,,,,,,,
3, Upazila,Number of union health centre,Health service, Sterilization, M.R.,Injection/ copper-T,Oral pill/ condom,Number of immunization centre
4,Belabo,7,7516,403,165,17761,322075,77
5,Manohardi,10,10542,1,10,1052,10521,110
6,Narsingdi Sadar,6,6872,4,7,1114,8741,66
7,Palash,5,5145,345,933,30346,287784,55
8,Roypura,19,79800,696,480,20571,136784,119
9,Shibpur,6,6889,300,0,7565,16414,56
10,Total,53,116764,1749,1595,78409,782319,483
