,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of technician, Number of other staff,Number of patient under health facilitiy,Number of patient under health facilitiy,Number of patient under health facilitiy,Number of patient under health facilitiy
3, Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of technician, Number of other staff,Indoor,Indoor,Outdoor,Outdoor
4, Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of technician, Number of other staff,Male,Female,Male,Female
5,Bhurungamari,2,17,5,10,3,20,570,410,0,0
6,Char Rajibpur,0,0,0,0,0,0,0,0,0,0
7,Chilmari,0,0,0,0,0,0,0,0,0,0
8,Kurigram Sadar,8,150,37,69,11,57,3810,4650,9050,33200
9,Nageshwari,2,30,2,3,2,0,230,245,0,0
10,Phulbari,0,0,0,0,0,0,0,0,0,0
11,Rajarhat,0,0,0,0,0,0,0,0,0,0
12,Raumari,0,0,0,0,0,0,0,0,0,0
13,Ulipur,3,65,10,27,2,87,1215,1285,6500,6200
14,Total,15,222,54,109,18,164,5825,6590,15550,39400
