,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,"

Upazila","
Number of branch of all nationalized banks",Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila","
Number of branch of all nationalized banks",Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,"Number of
borrower","Number of
borrower","Total debt
(crore tk)","Total debt
(crore tk)"
3,"

Upazila","
Number of branch of all nationalized banks",Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Baliadangi,5,37,30539,788,8.9,0.12,26,2930,47,720,3.9
5,Haripur,5,2787,20,5,0,348,28,3130,48,881.8,4.28
6,Pirgonj,7,7139,32,4,0,1755,90,8898,122,6040,3.72
7,Ranisankail,0,2648,0,0,0,1190,255,3838,255,20.36,1.64
8,Thakurgaon Sadar,3,7665,255,0,0,2530,420,10195,675,26.09,0.82
9,Total,20,20276,30846,797,8.9,5823.12,819,28991,1147,7688.25,14.36
