,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,Upazila,Number of hospital/ clinic/ nursing home,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff,Number of patient under health facility Indoor I Male Female,Number of patient under health facility Outdoor Male I Female,,
3,Gazaria,3,40,17,20,6,38,6957,9140,9140.0,8274.0
4,Lauhajang,0,0,0,0,0,0,0,0,0.0,0.0
5,Munshiganj Sadar,7,80,17,19,24,36,0,0,0.0,0.0
6,Serajdikhan,6,50,24,27,9,71,312,1027,4499.0,6148.0
7,Sreenagar,2,20,12,11,8,35,382,640,4320.0,6240.0
8,Tongibari,2,32,11,24,9,77,1820,1585,2450.0,2430.0
9,Total,20,222,81,101,56,257,9471,12392,20409.0,23092.0
