,0,1,2,3,4,5,6
0,Number of community clinic and person engaged 2011,,,,,,
1,Sirajganj,,,,,,
2,,,,,,,
3,Upazila,Number of clinic,Number of health assistant,Number of FPI,Number of FWV,Number of FWA,Number of other staff
4,Belkuchi,36,36,0,0,36,0
5,Chauhali,4,4,4,3,24,4
6,Kamarkhanda,16,24,4,5,24,13
7,Kazipur,38,64,8,8,56,40
8,Royganj,35,43,8,8,44,34
9,Shahjadpur,48,93,37,10,46,0
10,Sirajganj Sadar,41,39,7,8,2,39
11,Tarash,25,32,1,7,28,24
12,Ullahpara,68,79,11,10,52,218
13,Total,311,414,80,59,312,372
