,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all private commercial banks,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Fulchhari,3,5623,55,0,0,1646,26,7272,81,14,40
4,Gaibandha Sadar,10,9464,1329,8,0,4226,2000,13698,3329,35,4
5,Gobindaganj,8,10886,622,73,0,2424,1195,13383,1817,46,8
6,Palashbari,5,6409,682,0,0,1291,598,7700,1280,25,4
7,Sadullapur,9,7000,3588,38,12,3466,1733,11812,5250,9,3
8,Saghata,4,13242,1719,428,5,611,17904,0,0,28,36
9,Sundarganj,7,7248,487,0,0,5347,3154,12595,3641,40,6
10,Total,46,59872,8482,547,12,19011,26610,66460,15398,197,100
