,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,Upazila,Number of hospital/ clinic/ nursing home,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff,Number of patient under health facility Indoor Male,Number of patient under health facility Indoor Female,Number of patient under health facility Outdoor Male,Number of patient under health facility Outdoor Female
3,Akhaura,1,31,9,6,4,77,1603,2821,15862,26221
4,Ashuganj,2,0,3,0,1,3,0,0,12319,29661
5,Banchharampur,1,31,14,8,4,110,999,978,27766,36838
6,Bijoynagar,0,0,0,0,0,0,0,0,0,0
7,Brahmanbaria Sadar,1,250,48,46,6,90,7300,5475,18250,27375
8,Kasba,1,31,16,11,5,152,1562,2200,31268,34300
9,Nabinagar,1,31,19,7,17,119,2920,2190,54020,53655
10,Nasirnagar,1,50,12,5,2,110,8420,7145,14350,18980
11,Sarail,1,50,15,10,7,118,2125,2610,28792,31287
12,Total,9,474,136,93,46,779,24929,23419,202627,258317
