,0,1,2,3,4,5,6
0,Number of pharmaceutical industry by municipality 2011,,,,,,
1,Kishoreganj,,,,,,
2,,,,,,,
3,Municipality,Industry,Chemist,Technicians,Male worker,Female worker,Total Persons engaged
4,Austagram,0,0,0,0,0,0
5,Bajitpur,0,0,0,0,0,0
6,Bhairab,1,2,5,17,0,17
7,Hossainpur,0,0,0,0,0,0
8,Itna,0,0,0,0,0,0
9,Karimganj,0,0,0,0,0,0
10,Katiadi,0,0,0,0,0,0
11,Kishoreganj Sadar,0,0,0,0,0,0
12,Kuliar-char,0,0,0,0,0,0
13,Mithamain,0,0,0,0,0,0
14,Nikli,0,0,0,0,0,0
15,Pakundia,0,0,0,0,0,0
16,Tarail,0,0,0,0,0,0
17,Total,1,2,5,17,0,17
