,0,1,2,3,4,5
0,Number of Government health complex  health personnel 2011,,,,,
1,Kishoreganj,,,,,
2,,,,,,
3,Upazila,Number of Beds,Number of Doctors,Number of Nurses,Number of Technicians,Number of other staff
4,Austagram,31,7,4,4,40
5,Bajitpur,31,19,10,4,0
6,Bhairab,50,28,19,10,84
7,Hossainpur,50,15,10,4,0
8,Itna,31,6,2,0,72
9,Karimganj,50,16,20,4,95
10,Katiadi,50,18,7,5,110
11,Kishoreganj Sadar,250,59,49,8,67
12,Kuliar-char,31,10,10,5,84
13,Mithamain,31,15,9,5,66
14,Nikli,31,16,4,4,122
15,Pakundia,50,17,11,0,101
16,Tarail,50,10,7,13,71
17,Total,736,236,162,66,912
