,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,(Wage in taka),(Wage in taka),(Wage in taka),(Wage in taka),(Wage in taka),(Wage in taka)
2,Upazila,Porter (coolee),"Garden
labour male","Garden female
labour","Other labour
(Adult)","Other labour
(Child)"
3,Adarsha Sadar,350,300,250,350,250
4,Barura,300,0,0,250,100
5,Brahmanpara,500,0,0,300,130
6,Burichang,400,0,0,0,0
7,Chandina,500,300,200,300,100
8,Chauddagram,600,0,0,400,200
9,Comilla Sadar Dakshin,350,300,250,220,180
10,Daudkandi,500,250,200,250,150
11,Debidwar,350,250,150,200,100
12,Homna,350,0,0,200,100
13,Laksam,300,250,0,220,150
14,Monoharganj,300,200,150,250,150
15,Meghna,500,0,0,0,150
16,Muradnagar,300,250,150,250,100
17,Nangalkot,500,220,170,200,150
18,Titas,350,250,200,220,150
19,Average,403,257,191,258,144
