,0,1,2,3,4,5
0,Number of Government health complex and health personnel 2011,,,,,
1,,,,,,
2,Upazila,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff
3,Biral,31,5,10,3,68
4,Birampur,31,6,9,5,83
5,Birganj,31,7,9,4,97
6,Bochaganj,50,6,7,5,72
7,Chirirbandar,31,10,11,5,38
8,Dinajpur Sadar,750,89,134,9,183
9,Fulbari,31,9,13,5,84
10,Ghoraghat,31,4,11,6,32
11,Hakimpur,31,4,8,2,57
12,Kaharole,31,4,8,4,58
13,Khansama,31,6,8,5,94
14,Nawabganj,31,18,7,7,78
15,Parbatipur,66,15,20,6,149
16,Total,1176,183,255,66,1093
