,0,1,2,3,4,5
0,Number of diagnostic centre and related health personnel 2011,,,,,
1,,,,,,
2,Upazila,Number of centre,Number of doctor,Number of nurse,Number of technician,Number of other staff
3,Biral,2,3,1,3,6
4,Birampur,4,4,0,4,4
5,Birganj,4,7,0,6,12
6,Bochaganj,4,4,0,7,12
7,Chirirbandar,0,0,0,0,0
8,Dinajpur Sadar,27,27,42,27,135
9,Fulbari,6,6,6,6,6
10,Ghoraghat,2,4,0,3,4
11,Hakimpur,4,4,0,6,13
12,Kaharole,2,4,0,3,5
13,Khansama,1,2,0,1,3
14,Nawabganj,1,0,0,1,2
15,Parbatipur,4,0,0,4,4
16,Total,61,65,49,71,206
