,0,1,2,3,4,5,6
0,Number of missionary hospital and charitable dispensary 2011,,,,,,
1,,,,,,,
2,Upazila,Number of centre,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff
3,Basail,0,0,0,0,0,0
4,Bhuapur,0,0,0,0,0,0
5,Delduar,3,0,8,0,0,14
6,Dhanbari,0,0,0,0,0,0
7,Ghatail,0,0,0,0,0,0
8,Gopalpur,0,0,0,0,0,0
9,Kalihati,1,0,1,0,0,1
10,Madhupur,1,80,4,8,7,124
11,Mirzapur,0,0,0,0,0,0
12,Nagarpur,0,0,0,0,0,0
13,Sakhipur,0,0,0,0,0,0
14,Tangail Sadar,0,0,0,0,0,0
15,Total,5,80,13,8,7,139
