,0,1,2,3,4,5,6,7,8
0,Percentage distribution of population by type of disability 2011,,,,,,,,
1,Pirojpur,,,,,,,,
2,,,,,,,,,
3,Upazila,Total population,All,Speech,Vision,Hearing,Physical,Mental,Autistic
4,Bhandaria,148159,3.0,0.2,0.6,0.2,1.7,0.2,0.1
5,Kawkhali,70130,1.8,0.3,0.3,0.2,0.7,0.2,0.1
6,Mathbaria,262841,1.9,0.3,0.4,0.2,0.8,0.2,0.1
7,Nazirpur,180408,1.7,0.3,0.3,0.1,0.7,0.2,0.1
8,Nesarabad,211032,1.8,0.3,0.3,0.2,0.8,0.2,0.1
9,Pirojpur Sadar,163470,2.0,0.2,0.4,0.2,0.8,0.2,0.1
10,Zianagar,77217,2.1,0.2,0.6,0.2,0.8,0.2,0.1
11,Total,1113257,2.0,0.3,0.4,0.2,0.9,0.2,0.1
