,0,1,2,3,4,5,6
0,Status of family planning activity 2011,,,,,,
1,Dhaka,,,,,,
2,,,,,,,
3, Upazila,Sterilization in number - Vasectomy,Sterilization in number - Tubectomy,IUD/ Injection,Condom (in piece),Oral pill (in cycle), Copper- T
4,Dhaka Metropolitan,20243,3458,538206,5721513,2473413,18776
5,Dhamrai,226,226,30068,241138,325504,1905
6,Dohar,267,269,8254,174766,102236,373
7,Keraniganj,1004,165,65075,432286,369029,1947
8,Nawabganj,610,289,6236,4509,23280,399
9,Savar,972,464,5448,7920,9780,806
10,Total,23322,4871,653287,6582132,3303242,24206
