,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,"

Upazila","
Number of branch of all
nationalized banks",Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila","
Number of branch of all
nationalized banks",Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
3,"

Upazila","
Number of branch of all
nationalized banks",Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Gazipur Sadar,36,17490,1063,198,0,4629,1270,22329,2346,523,36
5,Kaliakair,0,0,0,0,0,0,0,0,0,0,0
6,Kaliganj,6,4502,111,0,0,232,41,4929,180,37,50
7,Kapashia,4,472,18624,15,8300,53,19148,528,93061,623,830
8,Sreepur,10,24,8,144,10,39,3,207,21,9,1
9,Total,56,22488,19806,357,8310,4953,20462,27993,95608,1192,917
