,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-Government health complex and health facility 2011,,,,,,,,,,
1,"

Upazila",Number of hospital/ clinic/ nursing home,"
Number of bed","
Number of doctor","
Number of nurse","
Number of technician","Number of
other staff","Number of patient
under health facilitiy","Number of patient
under health facilitiy","Number of patient
under health facilitiy","Number of patient
under health facilitiy"
2,"

Upazila",Number of hospital/ clinic/ nursing home,"
Number of bed","
Number of doctor","
Number of nurse","
Number of technician","Number of
other staff",Indoor,Indoor,Outdoor,Outdoor
3,"

Upazila",Number of hospital/ clinic/ nursing home,"
Number of bed","
Number of doctor","
Number of nurse","
Number of technician","Number of
other staff",Male,Female,Male,Female
4,Bagerhat Sadar,14,225,20,52,18,43,8672,9133,6916,7847
5,Kachua,2,26,3,4,2,9,752,1108,2920,3653
6,Rampal,0,0,0,0,0,0,0,0,0,0
7,Sarankhola,2,22,2,5,3,14,987,1642,8300,4410
8,Chitalmari,5,50,10,16,11,13,1335,1775,8432,12302
9,Morrelgonj,5,40,5,18,10,42,1320,1920,1870,1962
10,Mongla,3,70,10,21,6,52,476,812,613,347
11,Mollahat,2,32,7,6,3,6,122,365,810,1720
12,Fakirhat,4,21,4,11,2,8,0,0,0,0
13,Total,37,486,61,133,55,187,13664,16755,29861,32241
