,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,(Wage in taka),(Wage in taka),(Wage in taka),(Wage in taka),(Wage in taka),(Wage in taka)
2,Upazila,"Porter
(coolee)","Garden labour
male","Garden female
labour","Other labour
(Adult)","Other labour
(Child)"
3,Bagerhat Sadar,250,220,150,220,100
4,Kachua,200,150,130,200,70
5,Rampal,280,220,160,190,60
6,Sarankhola,250,200,120,140,150
7,Chitalmari,400,200,120,200,100
8,Morrelgonj,250,250,150,200,100
9,Mongla,250,250,200,120,100
10,Mollahat,250,180,120,200,100
11,Fakirhat,300,200,120,220,100
12,Average,270,208,141,188,98
