,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all    nationalized banks,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Adarsha Sadar,26,3410,508,12,0,2344,217,5763,725,100.52,11.42
4,Barura,12,9003,49,0,0,710,19,9713,68,293,24
5,Brahmanpara,4,3834,12,0,0,503,62,4346,84,14.9,0.5
6,Burichang,4,5520,0,0,0,0,0,5520,0,108,0
7,Chandina,5,2367,31,1,0,462,15,2830,46,15861,0.15
8,Chauddagram,12,7580,125,0,0,665,30,8245,155,352,23
9,Comilla Sadar Dakshin,14,132,27,2,0,32,7,116,34,15,5
10,Daudkandi,8,1620,21,0,0,278,285,1848,306,75042,9.34
11,Debidwar,2,120,50,0,0,20,5,140,55,15,6
12,Homna,6,1636,33,0,0,150,76,1762,109,805214,388
13,Laksam,8,2454,322,4,0,1441,56,3899,338,28.37,1.04
14,Monoharganj,4,1119,130,19,0,531,566,1667,696,1193,1.74
15,Meghna,1,1268,0,0,0,31,0,1299,0,565,33
16,Muradnagar,12,6054,171,2,0,1449,63,7505,234,38.91,0.13
17,Nangalkot,7,435,0,0,0,45,320,480,320,1.62,0.85
18,Titas,2,161,14,0,0,85,13,246,27,3.11,0.92
19,Total,127,46713,1493,40,0,8746,1734,55379,3197,898845.4,505.09
