,0,1,2,3,4,5,6
0,Number of Community Clinic and Persons Engaged 2011,,,,,,
1,,,,,,,
2,Upazila/city corporation,Number of clinic,Number of health Asst.,Number of FPI,Number of FWV,Number of FWA,Number of other staff
3,Batiaghata,16,29,7,7,33,2
4,Dacope,15,43,9,3,35,19
5,Dighalia,3,3,8,13,43,1
6,Dumuria,32,32,11,10,30,0
7,Khulna City Corporation,27,36,27,45,45,64
8,Koyra,4,0,6,2,25,10
9,Paikgachha,10,10,6,5,48,1
10,Phultala,9,9,0,0,9,9
11,Rupsa,20,19,5,8,29,17
12,Terokhada,15,0,5,5,27,5
13,Total,151,181,84,98,324,128
